date,date_id,wind,desc,temp,baro,hum
"Thursday, April 29, 2021, 6:00 am — 12:00 pm",1619676000000.0,9.943,Scattered clouds.,48.2,29.85,67
"Thursday, April 29, 2021, 12:00 pm — 6:00 pm",1619697600000.0,8.7,Partly sunny.,51.8,29.88,50
"Thursday, April 29, 2021, 6:00 pm — 12:00 am",1619719200000.0,5.593,Partly sunny.,50.0,29.92,60
"Friday, April 30, 2021, 12:00 am — 6:00 am",1619740800000.0,3.107,Overcast.,42.8,29.96,84
"Friday, April 30, 2021, 6:00 am — 12:00 pm",1619762400000.0,6.214,Broken clouds.,50.0,29.98,62
"Friday, April 30, 2021, 12:00 pm — 6:00 pm",1619784000000.0,6.214,Broken clouds.,51.8,29.95,45
"Friday, April 30, 2021, 6:00 pm — 12:00 am",1619805600000.0,6.836,Sunny.,51.8,29.96,65
"Saturday, May 1, 2021, 12:00 am — 6:00 am",1619827200000.0,3.728,Clear.,39.2,29.98,89
"Saturday, May 1, 2021, 6:00 am — 12:00 pm",1619848800000.0,6.836,Scattered clouds.,50.0,30.01,71
"Saturday, May 1, 2021, 12:00 pm — 6:00 pm",1619870400000.0,9.943,Scattered showers. Partly sunny.,53.6,29.99,46
"Saturday, May 1, 2021, 6:00 pm — 12:00 am",1619892000000.0,6.836,Clear.,51.8,30.05,59
"Sunday, May 2, 2021, 12:00 am — 6:00 am",1619913600000.0,3.107,Passing clouds.,42.8,30.09,83
"Sunday, May 2, 2021, 6:00 am — 12:00 pm",1619935200000.0,2.486,Scattered clouds.,51.8,30.14,69
"Sunday, May 2, 2021, 12:00 pm — 6:00 pm",1619956800000.0,7.457,Sunny.,57.2,30.12,42
"Sunday, May 2, 2021, 6:00 pm — 12:00 am",1619978400000.0,6.836,Sunny.,55.4,30.11,57
"Monday, May 3, 2021, 12:00 am — 6:00 am",1620000000000.0,6.214,Passing clouds.,46.4,30.11,82
"Monday, May 3, 2021, 6:00 am — 12:00 pm",1620021600000.0,12.428,More clouds than sun.,55.4,30.05,68
"Monday, May 3, 2021, 12:00 pm — 6:00 pm",1620043200000.0,22.371,Sunny.,55.4,29.83,50
"Monday, May 3, 2021, 6:00 pm — 12:00 am",1620064800000.0,22.992,Rain. Mostly cloudy.,50.0,29.54,88
"Tuesday, May 4, 2021, 12:00 am — 6:00 am",1620086400000.0,21.75,Passing clouds.,50.0,29.36,80
"Tuesday, May 4, 2021, 6:00 am — 12:00 pm",1620108000000.0,24.235,Broken clouds.,53.6,29.47,66
"Tuesday, May 4, 2021, 12:00 pm — 6:00 pm",1620129600000.0,23.614,Passing clouds.,57.2,29.58,48
"Tuesday, May 4, 2021, 6:00 pm — 12:00 am",1620151200000.0,11.185,Passing clouds.,51.8,29.65,64
"Wednesday, May 5, 2021, 12:00 am — 6:00 am",1620172800000.0,9.321,Passing clouds.,42.8,29.7,79
"Wednesday, May 5, 2021, 6:00 am — 12:00 pm",1620194400000.0,7.457,Scattered clouds.,51.8,29.78,67
"Wednesday, May 5, 2021, 12:00 pm — 6:00 pm",1620216000000.0,8.078,Partly sunny.,53.6,29.81,65
"Wednesday, May 5, 2021, 6:00 pm — 12:00 am",1620237600000.0,6.836,Partly sunny.,46.4,29.81,87
"Thursday, May 6, 2021, 12:00 am — 6:00 am",1620259200000.0,0.621,Passing clouds.,35.6,29.76,95
"Thursday, May 6, 2021, 6:00 am — 12:00 pm",1620280800000.0,4.35,Broken clouds.,48.2,29.69,84
"Thursday, May 6, 2021, 12:00 pm — 6:00 pm",1620302400000.0,10.564,Sunny.,53.6,29.69,53
"Thursday, May 6, 2021, 6:00 pm — 12:00 am",1620324000000.0,9.943,Clear.,53.6,29.78,46
"Friday, May 7, 2021, 12:00 am — 6:00 am",1620345600000.0,6.214,Passing clouds.,44.6,29.9,73
"Friday, May 7, 2021, 6:00 am — 12:00 pm",1620367200000.0,9.321,Passing clouds.,53.6,30.0,57
"Friday, May 7, 2021, 12:00 pm — 6:00 pm",1620388800000.0,10.564,Sunny.,57.2,30.02,40
"Friday, May 7, 2021, 6:00 pm — 12:00 am",1620410400000.0,6.836,Clear.,55.4,29.99,49
"Saturday, May 8, 2021, 12:00 am — 6:00 am",1620432000000.0,6.836,Passing clouds.,46.4,29.87,66
"Saturday, May 8, 2021, 6:00 am — 12:00 pm",1620453600000.0,13.05,Drizzle. Partly sunny.,55.4,29.64,97
"Saturday, May 8, 2021, 12:00 pm — 6:00 pm",1620475200000.0,20.507,Partly sunny.,60.8,29.59,83
"Saturday, May 8, 2021, 6:00 pm — 12:00 am",1620496800000.0,16.778,Broken clouds.,60.8,29.57,71
"Sunday, May 9, 2021, 12:00 am — 6:00 am",1620518400000.0,12.428,Passing clouds.,57.2,29.48,76
"Sunday, May 9, 2021, 6:00 am — 12:00 pm",1620540000000.0,13.05,Broken clouds.,68.0,29.43,73
"Sunday, May 9, 2021, 12:00 pm — 6:00 pm",1620561600000.0,14.914,Partly sunny.,68.0,29.42,62
"Sunday, May 9, 2021, 6:00 pm — 12:00 am",1620583200000.0,8.078,Broken clouds.,64.4,29.4,75
"Monday, May 10, 2021, 12:00 am — 6:00 am",1620604800000.0,7.457,Mostly cloudy.,53.6,29.42,92
"Monday, May 10, 2021, 6:00 am — 12:00 pm",1620626400000.0,13.671,Scattered clouds.,59.0,29.47,79
"Monday, May 10, 2021, 12:00 pm — 6:00 pm",1620648000000.0,21.128,Passing clouds.,62.6,29.57,57
"Monday, May 10, 2021, 6:00 pm — 12:00 am",1620669600000.0,11.185,Passing clouds.,59.0,29.66,65
"Tuesday, May 11, 2021, 12:00 am — 6:00 am",1620691200000.0,3.728,Clear.,46.4,29.71,92
"Tuesday, May 11, 2021, 6:00 am — 12:00 pm",1620712800000.0,5.593,Broken clouds.,59.0,29.73,77
"Tuesday, May 11, 2021, 12:00 pm — 6:00 pm",1620734400000.0,14.914,Sunny.,64.4,29.71,46
"Tuesday, May 11, 2021, 6:00 pm — 12:00 am",1620756000000.0,13.671,Passing clouds.,57.2,29.73,66
"Wednesday, May 12, 2021, 12:00 am — 6:00 am",1620777600000.0,6.836,Passing clouds.,50.0,29.77,84
"Wednesday, May 12, 2021, 6:00 am — 12:00 pm",1620799200000.0,10.564,Scattered clouds.,59.0,29.79,68
"Wednesday, May 12, 2021, 12:00 pm — 6:00 pm",1620820800000.0,8.7,Partly sunny.,62.6,29.76,51
"Wednesday, May 12, 2021, 6:00 pm — 12:00 am",1620842400000.0,6.214,Sunny.,59.0,29.75,55
"Thursday, May 13, 2021, 12:00 am — 6:00 am",1620864000000.0,9.321,Passing clouds.,51.8,29.7,83
"Thursday, May 13, 2021, 6:00 am — 12:00 pm",1620885600000.0,8.7,Light rain. Partly sunny.,53.6,29.68,92
"Thursday, May 13, 2021, 12:00 pm — 6:00 pm",1620907200000.0,9.321,Partly sunny.,57.2,29.69,84
"Thursday, May 13, 2021, 6:00 pm — 12:00 am",1620928800000.0,8.078,Passing clouds.,53.6,29.72,87
"Friday, May 14, 2021, 12:00 am — 6:00 am",1620950400000.0,8.078,Passing clouds.,50.0,29.76,94
"Friday, May 14, 2021, 6:00 am — 12:00 pm",1620972000000.0,8.078,Broken clouds.,50.0,29.82,87
"Friday, May 14, 2021, 12:00 pm — 6:00 pm",1620993600000.0,5.593,Partly sunny.,53.6,29.82,72
"Friday, May 14, 2021, 6:00 pm — 12:00 am",1621015200000.0,3.728,Passing clouds.,53.6,29.76,70
"Saturday, May 15, 2021, 12:00 am — 6:00 am",1621036800000.0,5.593,Passing clouds.,50.0,29.65,88
"Saturday, May 15, 2021, 6:00 am — 12:00 pm",1621058400000.0,6.836,Drizzle. Broken clouds.,53.6,29.53,90
"Saturday, May 15, 2021, 12:00 pm — 6:00 pm",1621080000000.0,5.593,Partly sunny.,59.0,29.49,75
"Saturday, May 15, 2021, 6:00 pm — 12:00 am",1621101600000.0,4.971,Partly sunny.,55.4,29.49,87
"Sunday, May 16, 2021, 12:00 am — 6:00 am",1621123200000.0,3.728,Passing clouds.,48.2,29.5,96
"Sunday, May 16, 2021, 6:00 am — 12:00 pm",1621144800000.0,8.078,Broken clouds.,57.2,29.48,79
"Sunday, May 16, 2021, 12:00 pm — 6:00 pm",1621166400000.0,9.943,Sprinkles. Broken clouds.,59.0,29.44,82
"Sunday, May 16, 2021, 6:00 pm — 12:00 am",1621188000000.0,6.214,Drizzle. Broken clouds.,51.8,29.4,97
"Monday, May 17, 2021, 12:00 am — 6:00 am",1621209600000.0,6.836,Passing clouds.,50.0,29.5,96
"Monday, May 17, 2021, 6:00 am — 12:00 pm",1621231200000.0,8.078,Partly sunny.,57.2,29.65,83
"Monday, May 17, 2021, 12:00 pm — 6:00 pm",1621252800000.0,7.457,Broken clouds.,62.6,29.72,75
"Monday, May 17, 2021, 6:00 pm — 12:00 am",1621274400000.0,4.971,Passing clouds.,53.6,29.81,92
"Tuesday, May 18, 2021, 12:00 am — 6:00 am",1621296000000.0,1.864,Passing clouds.,46.4,29.87,95
"Tuesday, May 18, 2021, 6:00 am — 12:00 pm",1621317600000.0,6.836,Broken clouds.,57.2,29.91,88
"Tuesday, May 18, 2021, 12:00 pm — 6:00 pm",1621339200000.0,11.807,Broken clouds.,60.8,29.92,63
"Tuesday, May 18, 2021, 6:00 pm — 12:00 am",1621360800000.0,8.078,Passing clouds.,59.0,29.94,75
"Wednesday, May 19, 2021, 12:00 am — 6:00 am",1621382400000.0,4.971,Passing clouds.,51.8,29.95,92
"Wednesday, May 19, 2021, 6:00 am — 12:00 pm",1621404000000.0,9.321,Passing clouds.,59.0,30.01,80
"Wednesday, May 19, 2021, 12:00 pm — 6:00 pm",1621425600000.0,11.807,Scattered clouds.,62.6,30.07,50
"Wednesday, May 19, 2021, 6:00 pm — 12:00 am",1621447200000.0,5.593,Passing clouds.,57.2,30.13,68
"Thursday, May 20, 2021, 12:00 am — 6:00 am",1621468800000.0,1.243,Passing clouds.,48.2,30.12,94
"Thursday, May 20, 2021, 6:00 am — 12:00 pm",1621490400000.0,12.428,Broken clouds.,55.4,30.0,79
"Thursday, May 20, 2021, 12:00 pm — 6:00 pm",1621512000000.0,19.885,Broken clouds.,57.2,29.8,72
"Thursday, May 20, 2021, 6:00 pm — 12:00 am",1621533600000.0,20.507,Broken clouds.,57.2,29.62,76
"Friday, May 21, 2021, 12:00 am — 6:00 am",1621555200000.0,19.885,Passing clouds.,51.8,29.48,77
"Friday, May 21, 2021, 6:00 am — 12:00 pm",1621576800000.0,22.992,Partly sunny.,55.4,29.4,70
"Friday, May 21, 2021, 12:00 pm — 6:00 pm",1621598400000.0,23.614,Partly sunny.,53.6,29.39,77
"Friday, May 21, 2021, 6:00 pm — 12:00 am",1621620000000.0,18.021,Partly sunny.,51.8,29.39,86
"Saturday, May 22, 2021, 12:00 am — 6:00 am",1621641600000.0,12.428,Passing clouds.,50.0,29.43,96
"Saturday, May 22, 2021, 6:00 am — 12:00 pm",1621663200000.0,9.321,Broken clouds.,51.8,29.58,83
"Saturday, May 22, 2021, 12:00 pm — 6:00 pm",1621684800000.0,9.321,Partly sunny.,59.0,29.68,67
"Saturday, May 22, 2021, 6:00 pm — 12:00 am",1621706400000.0,8.078,Passing clouds.,57.2,29.75,82
"Sunday, May 23, 2021, 12:00 am — 6:00 am",1621728000000.0,4.971,Passing clouds.,44.6,29.82,90
"Sunday, May 23, 2021, 6:00 am — 12:00 pm",1621749600000.0,9.321,Sunny.,53.6,29.82,76
"Sunday, May 23, 2021, 12:00 pm — 6:00 pm",1621771200000.0,15.535,Light rain. Partly sunny.,55.4,29.75,71
"Sunday, May 23, 2021, 6:00 pm — 12:00 am",1621792800000.0,16.157,Light rain. Partly sunny.,53.6,29.62,88
"Monday, May 24, 2021, 12:00 am — 6:00 am",1621814400000.0,6.836,Passing clouds.,48.2,29.57,96
"Monday, May 24, 2021, 6:00 am — 12:00 pm",1621836000000.0,10.564,Scattered clouds.,55.4,29.58,81
"Monday, May 24, 2021, 12:00 pm — 6:00 pm",1621857600000.0,8.7,Scattered clouds.,55.4,29.58,74
"Monday, May 24, 2021, 6:00 pm — 12:00 am",1621879200000.0,8.078,Sprinkles. Broken clouds.,51.8,29.72,87
"Tuesday, May 25, 2021, 12:00 am — 6:00 am",1621900800000.0,9.321,Passing clouds.,46.4,29.85,90
"Tuesday, May 25, 2021, 6:00 am — 12:00 pm",1621922400000.0,11.807,Partly sunny.,53.6,29.93,81
"Tuesday, May 25, 2021, 12:00 pm — 6:00 pm",1621944000000.0,14.293,Partly sunny.,59.0,29.95,57
"Tuesday, May 25, 2021, 6:00 pm — 12:00 am",1621965600000.0,9.943,Passing clouds.,55.4,29.93,80
"Wednesday, May 26, 2021, 12:00 am — 6:00 am",1621987200000.0,4.971,Clear.,44.6,29.92,96
"Wednesday, May 26, 2021, 6:00 am — 12:00 pm",1622008800000.0,9.321,Broken clouds.,55.4,29.95,76
"Wednesday, May 26, 2021, 12:00 pm — 6:00 pm",1622030400000.0,11.807,Sunny.,60.8,29.97,54
"Wednesday, May 26, 2021, 6:00 pm — 12:00 am",1622052000000.0,6.214,Sunny.,57.2,30.01,72
"Thursday, May 27, 2021, 12:00 am — 6:00 am",1622073600000.0,1.864,Clear.,50.0,30.06,94
"Thursday, May 27, 2021, 6:00 am — 12:00 pm",1622095200000.0,4.35,Sunny.,64.4,30.11,67
"Thursday, May 27, 2021, 12:00 pm — 6:00 pm",1622116800000.0,4.35,Sunny.,68.0,30.12,43
"Thursday, May 27, 2021, 6:00 pm — 12:00 am",1622138400000.0,6.214,Sunny.,66.2,30.15,64
"Friday, May 28, 2021, 12:00 am — 6:00 am",1622160000000.0,3.107,Passing clouds.,53.6,30.2,91
"Friday, May 28, 2021, 6:00 am — 12:00 pm",1622181600000.0,3.728,Sunny.,66.2,30.21,67
"Friday, May 28, 2021, 12:00 pm — 6:00 pm",1622203200000.0,5.593,Mostly cloudy.,66.2,30.19,59
"Friday, May 28, 2021, 6:00 pm — 12:00 am",1622224800000.0,5.593,Sunny.,60.8,30.21,75
"Saturday, May 29, 2021, 12:00 am — 6:00 am",1622246400000.0,4.971,Overcast.,57.2,30.25,71
"Saturday, May 29, 2021, 6:00 am — 12:00 pm",1622268000000.0,7.457,Sunny.,66.2,30.3,66
"Saturday, May 29, 2021, 12:00 pm — 6:00 pm",1622289600000.0,11.185,Passing clouds.,69.8,30.33,47
"Saturday, May 29, 2021, 6:00 pm — 12:00 am",1622311200000.0,8.7,Sunny.,69.8,30.36,54
"Sunday, May 30, 2021, 12:00 am — 6:00 am",1622332800000.0,8.078,Clear.,53.6,30.39,88
"Sunday, May 30, 2021, 6:00 am — 12:00 pm",1622354400000.0,8.078,Partly sunny.,57.2,30.39,82
"Sunday, May 30, 2021, 12:00 pm — 6:00 pm",1622376000000.0,9.943,Passing clouds.,69.8,30.3,51
"Sunday, May 30, 2021, 6:00 pm — 12:00 am",1622397600000.0,11.185,Sunny.,66.2,30.25,72
"Monday, May 31, 2021, 12:00 am — 6:00 am",1622419200000.0,5.593,Clear.,50.0,30.23,92
"Monday, May 31, 2021, 6:00 am — 12:00 pm",1622440800000.0,7.457,Low clouds.,66.2,30.2,81
"Monday, May 31, 2021, 12:00 pm — 6:00 pm",1622462400000.0,9.321,Passing clouds.,77.0,30.11,42
"Monday, May 31, 2021, 6:00 pm — 12:00 am",1622484000000.0,11.185,Clear.,73.4,30.07,53
"Tuesday, June 1, 2021, 12:00 am — 6:00 am",1622505600000.0,6.214,Clear.,57.2,30.04,77
"Tuesday, June 1, 2021, 6:00 am — 12:00 pm",1622527200000.0,8.078,Sunny.,77.0,29.99,58
"Tuesday, June 1, 2021, 12:00 pm — 6:00 pm",1622548800000.0,15.535,Sunny.,77.0,29.93,32
"Tuesday, June 1, 2021, 6:00 pm — 12:00 am",1622570400000.0,10.564,Sunny.,73.4,29.93,43
"Wednesday, June 2, 2021, 12:00 am — 6:00 am",1622592000000.0,5.593,Clear.,60.8,29.9,65
"Wednesday, June 2, 2021, 6:00 am — 12:00 pm",1622613600000.0,8.7,Sunny.,78.8,29.89,54
"Wednesday, June 2, 2021, 12:00 pm — 6:00 pm",1622635200000.0,11.807,Sunny.,80.6,29.86,36
"Wednesday, June 2, 2021, 6:00 pm — 12:00 am",1622656800000.0,6.214,Sunny.,75.2,29.93,68
"Thursday, June 3, 2021, 12:00 am — 6:00 am",1622678400000.0,3.728,Passing clouds.,64.4,29.99,91
"Thursday, June 3, 2021, 6:00 am — 12:00 pm",1622700000000.0,8.7,Scattered clouds.,68.0,30.07,76
"Thursday, June 3, 2021, 12:00 pm — 6:00 pm",1622721600000.0,9.943,Scattered clouds.,73.4,30.09,59
"Thursday, June 3, 2021, 6:00 pm — 12:00 am",1622743200000.0,8.078,Sunny.,69.8,30.11,67
"Friday, June 4, 2021, 12:00 am — 6:00 am",1622764800000.0,3.107,Passing clouds.,57.2,30.16,83
"Friday, June 4, 2021, 6:00 am — 12:00 pm",1622786400000.0,6.836,Rain. Cloudy.,60.8,30.19,80
"Friday, June 4, 2021, 12:00 pm — 6:00 pm",1622808000000.0,7.457,Light rain. Partly sunny.,59.0,30.21,90
"Friday, June 4, 2021, 6:00 pm — 12:00 am",1622829600000.0,4.35,Broken clouds.,59.0,30.22,89
"Saturday, June 5, 2021, 12:00 am — 6:00 am",1622851200000.0,2.486,Mostly cloudy.,57.2,30.23,98
"Saturday, June 5, 2021, 6:00 am — 12:00 pm",1622872800000.0,3.728,Scattered clouds.,66.2,30.25,80
"Saturday, June 5, 2021, 12:00 pm — 6:00 pm",1622894400000.0,6.214,Sunny.,73.4,30.22,44
"Saturday, June 5, 2021, 6:00 pm — 12:00 am",1622916000000.0,7.457,Sunny.,71.6,30.23,57
"Sunday, June 6, 2021, 12:00 am — 6:00 am",1622937600000.0,2.486,Clear.,59.0,30.25,89
"Sunday, June 6, 2021, 6:00 am — 12:00 pm",1622959200000.0,3.107,Sunny.,66.2,30.26,83
"Sunday, June 6, 2021, 12:00 pm — 6:00 pm",1622980800000.0,5.593,Partly sunny.,73.4,30.23,60
"Sunday, June 6, 2021, 6:00 pm — 12:00 am",1623002400000.0,4.971,Scattered clouds.,73.4,30.22,66
"Monday, June 7, 2021, 12:00 am — 6:00 am",1623024000000.0,3.107,Overcast.,60.8,30.23,91
"Monday, June 7, 2021, 6:00 am — 12:00 pm",1623045600000.0,7.457,Partly sunny.,66.2,30.24,80
"Monday, June 7, 2021, 12:00 pm — 6:00 pm",1623067200000.0,8.7,Scattered clouds.,75.2,30.21,56
"Monday, June 7, 2021, 6:00 pm — 12:00 am",1623088800000.0,6.836,Partly sunny.,71.6,30.2,66
"Tuesday, June 8, 2021, 12:00 am — 6:00 am",1623110400000.0,3.728,Clear.,59.0,30.22,93
"Tuesday, June 8, 2021, 6:00 am — 12:00 pm",1623132000000.0,3.728,Partly sunny.,71.6,30.23,66
"Tuesday, June 8, 2021, 12:00 pm — 6:00 pm",1623153600000.0,8.078,Sunny.,75.2,30.18,46
"Tuesday, June 8, 2021, 6:00 pm — 12:00 am",1623175200000.0,6.836,Sunny.,73.4,30.16,58
"Wednesday, June 9, 2021, 12:00 am — 6:00 am",1623196800000.0,3.728,Clear.,57.2,30.18,91
"Wednesday, June 9, 2021, 6:00 am — 12:00 pm",1623218400000.0,6.836,Passing clouds.,73.4,30.18,64
"Wednesday, June 9, 2021, 12:00 pm — 6:00 pm",1623240000000.0,10.564,Sunny.,77.0,30.14,35
"Wednesday, June 9, 2021, 6:00 pm — 12:00 am",1623261600000.0,8.7,Sunny.,73.4,30.13,64
"Thursday, June 10, 2021, 12:00 am — 6:00 am",1623283200000.0,6.836,Passing clouds.,62.6,30.13,89
"Thursday, June 10, 2021, 6:00 am — 12:00 pm",1623304800000.0,6.214,Partly sunny.,69.8,30.15,82
"Thursday, June 10, 2021, 12:00 pm — 6:00 pm",1623326400000.0,9.321,Partly sunny.,73.4,30.13,66
"Thursday, June 10, 2021, 6:00 pm — 12:00 am",1623348000000.0,9.321,Scattered clouds.,73.4,30.1,76
"Friday, June 11, 2021, 12:00 am — 6:00 am",1623369600000.0,8.078,Low clouds.,62.6,30.1,91
"Friday, June 11, 2021, 6:00 am — 12:00 pm",1623391200000.0,9.943,Broken clouds.,69.8,30.12,79
"Friday, June 11, 2021, 12:00 pm — 6:00 pm",1623412800000.0,14.293,Partly sunny.,75.2,30.09,59
"Friday, June 11, 2021, 6:00 pm — 12:00 am",1623434400000.0,10.564,Scattered clouds.,71.6,30.1,67
"Saturday, June 12, 2021, 12:00 am — 6:00 am",1623456000000.0,6.836,Passing clouds.,62.6,30.15,84
"Saturday, June 12, 2021, 6:00 am — 12:00 pm",1623477600000.0,6.836,Broken clouds.,68.0,30.2,73
"Saturday, June 12, 2021, 12:00 pm — 6:00 pm",1623499200000.0,6.836,Passing clouds.,73.4,30.23,50
"Saturday, June 12, 2021, 6:00 pm — 12:00 am",1623520800000.0,4.971,Sunny.,73.4,30.27,58
"Sunday, June 13, 2021, 12:00 am — 6:00 am",1623542400000.0,4.35,Clear.,60.8,30.31,83
"Sunday, June 13, 2021, 6:00 am — 12:00 pm",1623564000000.0,3.107,Sunny.,75.2,30.35,56
"Sunday, June 13, 2021, 12:00 pm — 6:00 pm",1623585600000.0,4.971,Passing clouds.,82.4,30.28,47
"Sunday, June 13, 2021, 6:00 pm — 12:00 am",1623607200000.0,6.836,Clear.,80.6,30.21,55
"Monday, June 14, 2021, 12:00 am — 6:00 am",1623628800000.0,2.486,Clear.,60.8,30.17,83
"Monday, June 14, 2021, 6:00 am — 12:00 pm",1623650400000.0,7.457,Sunny.,77.0,30.14,63
"Monday, June 14, 2021, 12:00 pm — 6:00 pm",1623672000000.0,8.078,Scattered clouds.,80.6,30.1,50
"Monday, June 14, 2021, 6:00 pm — 12:00 am",1623693600000.0,9.943,Sunny.,77.0,30.12,61
"Tuesday, June 15, 2021, 12:00 am — 6:00 am",1623715200000.0,11.185,Passing clouds.,64.4,30.17,58
"Tuesday, June 15, 2021, 6:00 am — 12:00 pm",1623736800000.0,6.836,Partly sunny.,69.8,30.19,60
"Tuesday, June 15, 2021, 12:00 pm — 6:00 pm",1623758400000.0,4.35,Partly sunny.,78.8,30.11,45
"Tuesday, June 15, 2021, 6:00 pm — 12:00 am",1623780000000.0,6.214,Sunny.,78.8,30.04,60
"Wednesday, June 16, 2021, 12:00 am — 6:00 am",1623801600000.0,2.486,Passing clouds.,62.6,29.97,86
"Wednesday, June 16, 2021, 6:00 am — 12:00 pm",1623823200000.0,6.836,Sunny.,75.2,29.91,63
"Wednesday, June 16, 2021, 12:00 pm — 6:00 pm",1623844800000.0,9.321,Scattered clouds.,82.4,29.83,51
"Wednesday, June 16, 2021, 6:00 pm — 12:00 am",1623866400000.0,7.457,Light rain. Broken clouds.,78.8,29.79,71
"Thursday, June 17, 2021, 12:00 am — 6:00 am",1623888000000.0,1.864,Partly cloudy.,66.2,29.78,97
"Thursday, June 17, 2021, 6:00 am — 12:00 pm",1623909600000.0,8.078,Partly sunny.,68.0,29.8,89
"Thursday, June 17, 2021, 12:00 pm — 6:00 pm",1623931200000.0,8.7,Partly sunny.,69.8,29.87,76
"Thursday, June 17, 2021, 6:00 pm — 12:00 am",1623952800000.0,8.7,Light rain. Partly sunny.,68.0,29.92,85
"Friday, June 18, 2021, 12:00 am — 6:00 am",1623974400000.0,9.321,Passing clouds.,62.6,29.94,94
"Friday, June 18, 2021, 6:00 am — 12:00 pm",1623996000000.0,11.807,Rain. Low clouds.,59.0,29.92,94
"Friday, June 18, 2021, 12:00 pm — 6:00 pm",1624017600000.0,11.185,Light rain. Mostly cloudy.,57.2,29.88,93
"Friday, June 18, 2021, 6:00 pm — 12:00 am",1624039200000.0,9.943,Light rain. Mostly cloudy.,57.2,29.91,96
"Saturday, June 19, 2021, 12:00 am — 6:00 am",1624060800000.0,6.214,Low clouds.,53.6,29.97,94
"Saturday, June 19, 2021, 6:00 am — 12:00 pm",1624082400000.0,5.593,Partly sunny.,57.2,29.98,89
"Saturday, June 19, 2021, 12:00 pm — 6:00 pm",1624104000000.0,8.7,Partly sunny.,60.8,29.94,78
"Saturday, June 19, 2021, 6:00 pm — 12:00 am",1624125600000.0,9.321,Overcast.,57.2,29.84,91
"Sunday, June 20, 2021, 12:00 am — 6:00 am",1624147200000.0,7.457,Low clouds.,55.4,29.78,94
"Sunday, June 20, 2021, 6:00 am — 12:00 pm",1624168800000.0,5.593,Drizzle. More clouds than sun.,60.8,29.79,92
"Sunday, June 20, 2021, 12:00 pm — 6:00 pm",1624190400000.0,8.7,Partly sunny.,62.6,29.77,79
"Sunday, June 20, 2021, 6:00 pm — 12:00 am",1624212000000.0,12.428,Partly sunny.,60.8,29.8,86
"Monday, June 21, 2021, 12:00 am — 6:00 am",1624233600000.0,11.807,Overcast.,55.4,29.81,84
"Monday, June 21, 2021, 6:00 am — 12:00 pm",1624255200000.0,11.807,Drizzle. Broken clouds.,55.4,29.86,88
"Monday, June 21, 2021, 12:00 pm — 6:00 pm",1624276800000.0,11.807,Light rain. Partly sunny.,57.2,29.92,86
"Monday, June 21, 2021, 6:00 pm — 12:00 am",1624298400000.0,11.807,Overcast.,57.2,30.0,86
"Tuesday, June 22, 2021, 12:00 am — 6:00 am",1624320000000.0,12.428,Overcast.,53.6,30.06,85
"Tuesday, June 22, 2021, 6:00 am — 12:00 pm",1624341600000.0,13.671,Broken clouds.,60.8,30.11,69
"Tuesday, June 22, 2021, 12:00 pm — 6:00 pm",1624363200000.0,15.535,Partly sunny.,64.4,30.14,53
"Tuesday, June 22, 2021, 6:00 pm — 12:00 am",1624384800000.0,8.078,Clear.,60.8,30.19,60
"Wednesday, June 23, 2021, 12:00 am — 6:00 am",1624406400000.0,3.107,Clear.,48.2,30.22,92
"Wednesday, June 23, 2021, 6:00 am — 12:00 pm",1624428000000.0,4.35,Sunny.,66.2,30.23,67
"Wednesday, June 23, 2021, 12:00 pm — 6:00 pm",1624449600000.0,6.214,Sunny.,69.8,30.19,44
"Wednesday, June 23, 2021, 6:00 pm — 12:00 am",1624471200000.0,4.35,Sunny.,69.8,30.19,54
"Thursday, June 24, 2021, 12:00 am — 6:00 am",1624492800000.0,2.486,Clear.,53.6,30.18,92
"Thursday, June 24, 2021, 6:00 am — 12:00 pm",1624514400000.0,4.35,Partly sunny.,66.2,30.18,78
"Thursday, June 24, 2021, 12:00 pm — 6:00 pm",1624536000000.0,8.078,Partly sunny.,66.2,30.14,71
"Thursday, June 24, 2021, 6:00 pm — 12:00 am",1624557600000.0,6.214,Partly sunny.,66.2,30.1,78
"Friday, June 25, 2021, 12:00 am — 6:00 am",1624579200000.0,7.457,Partly cloudy.,62.6,30.04,76
"Friday, June 25, 2021, 6:00 am — 12:00 pm",1624600800000.0,8.078,Light rain. Broken clouds.,64.4,30.01,86
"Friday, June 25, 2021, 12:00 pm — 6:00 pm",1624622400000.0,7.457,Broken clouds.,69.8,29.97,58
"Friday, June 25, 2021, 6:00 pm — 12:00 am",1624644000000.0,6.836,Scattered clouds.,66.2,29.98,68
"Saturday, June 26, 2021, 12:00 am — 6:00 am",1624665600000.0,7.457,Passing clouds.,59.0,30.01,91
"Saturday, June 26, 2021, 6:00 am — 12:00 pm",1624687200000.0,5.593,Passing clouds.,69.8,30.04,72
"Saturday, June 26, 2021, 12:00 pm — 6:00 pm",1624708800000.0,6.836,Sunny.,73.4,30.04,47
"Saturday, June 26, 2021, 6:00 pm — 12:00 am",1624730400000.0,9.321,Clear.,71.6,30.06,63
"Sunday, June 27, 2021, 12:00 am — 6:00 am",1624752000000.0,11.807,Passing clouds.,60.8,30.04,86
"Sunday, June 27, 2021, 6:00 am — 12:00 pm",1624773600000.0,13.05,Partly sunny.,64.4,29.99,88
