day,month,date,year,time_range,date_id,wind,desc,temp,baro,hum,hour
Thursday,June,24,2021,12:00 pm — 6:00 pm,1624536000000.0,8.078,Partly sunny.,19.0,30.14,71,12
Thursday,June,24,2021,6:00 pm — 12:00 am,1624557600000.0,6.214,Partly sunny.,19.0,30.1,78,6
Friday,June,25,2021,12:00 am — 6:00 am,1624579200000.0,7.457,Partly cloudy.,17.0,30.04,76,12
Friday,June,25,2021,6:00 am — 12:00 pm,1624600800000.0,8.078,Light rain. Broken clouds.,18.000000000000004,30.01,86,6
Friday,June,25,2021,12:00 pm — 6:00 pm,1624622400000.0,7.457,Broken clouds.,21.0,29.97,58,12
Friday,June,25,2021,6:00 pm — 12:00 am,1624644000000.0,6.836,Scattered clouds.,19.0,29.98,68,6
Saturday,June,26,2021,12:00 am — 6:00 am,1624665600000.0,7.457,Passing clouds.,15.0,30.01,91,12
Saturday,June,26,2021,6:00 am — 12:00 pm,1624687200000.0,5.593,Passing clouds.,21.0,30.04,72,6
Saturday,June,26,2021,12:00 pm — 6:00 pm,1624708800000.0,6.836,Sunny.,23.000000000000004,30.04,47,12
Saturday,June,26,2021,6:00 pm — 12:00 am,1624730400000.0,9.321,Clear.,21.999999999999996,30.06,63,6
Sunday,June,27,2021,12:00 am — 6:00 am,1624752000000.0,11.807,Passing clouds.,16.0,30.04,86,12
Sunday,June,27,2021,6:00 am — 12:00 pm,1624773600000.0,13.05,Partly sunny.,18.000000000000004,29.99,88,6
Sunday,June,27,2021,12:00 pm — 6:00 pm,1624795200000.0,10.564,Mostly cloudy.,20.0,29.96,80,12
Sunday,June,27,2021,6:00 pm — 12:00 am,1624816800000.0,8.7,Partly cloudy.,20.0,29.95,88,6
Monday,June,28,2021,12:00 am — 6:00 am,1624838400000.0,7.457,Passing clouds.,15.0,29.93,100,12
Monday,June,28,2021,6:00 am — 12:00 pm,1624860000000.0,8.078,Drizzle. Low clouds.,17.0,29.94,95,6
Monday,June,28,2021,12:00 pm — 6:00 pm,1624881600000.0,8.078,Broken clouds.,19.0,29.97,87,12
Monday,June,28,2021,6:00 pm — 12:00 am,1624903200000.0,9.943,Partly sunny.,18.000000000000004,29.96,89,6
Tuesday,June,29,2021,12:00 am — 6:00 am,1624924800000.0,9.321,Low clouds.,15.0,29.96,92,12
Tuesday,June,29,2021,6:00 am — 12:00 pm,1624946400000.0,9.321,Partly sunny.,18.000000000000004,29.97,78,6
Tuesday,June,29,2021,12:00 pm — 6:00 pm,1624968000000.0,9.321,Partly sunny.,18.000000000000004,29.99,83,12
Tuesday,June,29,2021,6:00 pm — 12:00 am,1624989600000.0,4.971,Partly sunny.,16.0,30.01,84,6
Wednesday,June,30,2021,12:00 am — 6:00 am,1625011200000.0,5.593,Passing clouds.,14.000000000000002,30.01,88,12
Wednesday,June,30,2021,6:00 am — 12:00 pm,1625032800000.0,7.457,Partly sunny.,15.0,30.03,85,6
Wednesday,June,30,2021,12:00 pm — 6:00 pm,1625054400000.0,6.836,Broken clouds.,17.0,30.04,71,12
Wednesday,June,30,2021,6:00 pm — 12:00 am,1625076000000.0,4.35,Partly sunny.,18.000000000000004,30.05,71,6
Thursday,July,1,2021,12:00 am — 6:00 am,1625097600000.0,1.864,Passing clouds.,14.000000000000002,30.07,93,12
Thursday,July,1,2021,6:00 am — 12:00 pm,1625119200000.0,4.971,Partly sunny.,19.0,30.07,71,6
Thursday,July,1,2021,12:00 pm — 6:00 pm,1625140800000.0,6.836,Partly sunny.,21.0,30.05,63,12
Thursday,July,1,2021,6:00 pm — 12:00 am,1625162400000.0,4.35,Sunny.,21.0,30.03,71,6
Friday,July,2,2021,12:00 am — 6:00 am,1625184000000.0,1.864,Passing clouds.,16.0,30.01,90,12
Friday,July,2,2021,6:00 am — 12:00 pm,1625205600000.0,4.971,Partly sunny.,20.0,30.02,84,6
Friday,July,2,2021,12:00 pm — 6:00 pm,1625227200000.0,7.457,Partly sunny.,24.0,30.0,58,12
Friday,July,2,2021,6:00 pm — 12:00 am,1625248800000.0,5.593,Partly sunny.,23.000000000000004,29.96,64,6
Saturday,July,3,2021,12:00 am — 6:00 am,1625270400000.0,4.35,Mostly cloudy.,18.000000000000004,29.91,88,12
Saturday,July,3,2021,6:00 am — 12:00 pm,1625292000000.0,5.593,Overcast.,20.0,29.89,87,6
Saturday,July,3,2021,12:00 pm — 6:00 pm,1625313600000.0,10.564,Partly sunny.,21.999999999999996,29.85,72,12
Saturday,July,3,2021,6:00 pm — 12:00 am,1625335200000.0,9.943,Passing clouds.,21.0,29.83,74,6
Sunday,July,4,2021,12:00 am — 6:00 am,1625356800000.0,6.214,Passing clouds.,16.0,29.81,90,12
Sunday,July,4,2021,6:00 am — 12:00 pm,1625378400000.0,8.078,Broken clouds.,18.000000000000004,29.76,92,6
Sunday,July,4,2021,12:00 pm — 6:00 pm,1625400000000.0,12.428,Scattered clouds.,21.0,29.7,78,12
Sunday,July,4,2021,6:00 pm — 12:00 am,1625421600000.0,11.807,Partly sunny.,17.0,29.7,84,6
Monday,July,5,2021,12:00 am — 6:00 am,1625443200000.0,7.457,Passing clouds.,15.0,29.71,92,12
Monday,July,5,2021,6:00 am — 12:00 pm,1625464800000.0,9.943,Scattered clouds.,21.0,29.71,72,6
Monday,July,5,2021,12:00 pm — 6:00 pm,1625486400000.0,11.807,Mostly cloudy.,21.0,29.66,59,12
Monday,July,5,2021,6:00 pm — 12:00 am,1625508000000.0,9.321,Light rain. Partly sunny.,18.000000000000004,29.55,88,6
Tuesday,July,6,2021,12:00 am — 6:00 am,1625529600000.0,9.321,Passing clouds.,15.0,29.4,94,12
Tuesday,July,6,2021,6:00 am — 12:00 pm,1625551200000.0,12.428,Partly sunny.,18.000000000000004,29.38,90,6
Tuesday,July,6,2021,12:00 pm — 6:00 pm,1625572800000.0,16.778,Partly sunny.,20.0,29.59,73,12
Tuesday,July,6,2021,6:00 pm — 12:00 am,1625594400000.0,11.185,Partly sunny.,17.0,29.68,82,6
Wednesday,July,7,2021,12:00 am — 6:00 am,1625616000000.0,9.321,Passing clouds.,15.0,29.75,91,12
Wednesday,July,7,2021,6:00 am — 12:00 pm,1625637600000.0,9.943,Broken clouds.,18.000000000000004,29.82,83,6
Wednesday,July,7,2021,12:00 pm — 6:00 pm,1625659200000.0,14.914,Broken clouds.,21.0,29.9,66,12
Wednesday,July,7,2021,6:00 pm — 12:00 am,1625680800000.0,11.185,Scattered clouds.,20.0,29.97,72,6
Thursday,July,8,2021,12:00 am — 6:00 am,1625702400000.0,4.35,Passing clouds.,15.0,30.04,90,12
Thursday,July,8,2021,6:00 am — 12:00 pm,1625724000000.0,6.836,Partly sunny.,20.0,30.09,78,6
Thursday,July,8,2021,12:00 pm — 6:00 pm,1625745600000.0,7.457,Partly sunny.,21.0,30.11,76,12
Thursday,July,8,2021,6:00 pm — 12:00 am,1625767200000.0,4.971,Passing clouds.,21.0,30.13,79,6
Friday,July,9,2021,12:00 am — 6:00 am,1625788800000.0,1.864,Overcast.,16.0,30.13,93,12
Friday,July,9,2021,6:00 am — 12:00 pm,1625810400000.0,6.214,Partly sunny.,21.0,30.15,82,6
Friday,July,9,2021,12:00 pm — 6:00 pm,1625832000000.0,7.457,Broken clouds.,24.0,30.11,56,12
Friday,July,9,2021,6:00 pm — 12:00 am,1625853600000.0,7.457,Clear.,21.0,30.09,67,6
Saturday,July,10,2021,12:00 am — 6:00 am,1625875200000.0,3.728,Partly cloudy.,14.000000000000002,30.06,86,12
Saturday,July,10,2021,6:00 am — 12:00 pm,1625896800000.0,3.107,Sunny.,17.0,30.02,75,6
Saturday,July,10,2021,12:00 pm — 6:00 pm,1625918400000.0,2.486,Broken clouds.,18.000000000000004,29.99,73,12
Saturday,July,10,2021,6:00 pm — 12:00 am,1625940000000.0,1.864,Clear.,19.0,29.99,75,6
Sunday,July,11,2021,12:00 am — 6:00 am,1625961600000.0,1.243,Clear.,13.0,30.01,98,12
Sunday,July,11,2021,6:00 am — 12:00 pm,1625983200000.0,5.593,Scattered clouds.,20.0,30.01,81,6
Sunday,July,11,2021,12:00 pm — 6:00 pm,1626004800000.0,8.7,Partly sunny.,21.999999999999996,29.96,62,12
Sunday,July,11,2021,6:00 pm — 12:00 am,1626026400000.0,5.593,Light rain. Partly sunny.,19.0,29.92,86,6
Monday,July,12,2021,12:00 am — 6:00 am,1626048000000.0,2.486,Passing clouds.,15.0,29.89,97,12
Monday,July,12,2021,6:00 am — 12:00 pm,1626069600000.0,5.593,Partly sunny.,20.0,29.84,80,6
Monday,July,12,2021,12:00 pm — 6:00 pm,1626091200000.0,7.457,More clouds than sun.,21.0,29.82,70,12
Monday,July,12,2021,6:00 pm — 12:00 am,1626112800000.0,3.107,Sprinkles. Partly sunny.,18.000000000000004,29.87,92,6
Tuesday,July,13,2021,12:00 am — 6:00 am,1626134400000.0,4.971,Overcast.,16.0,29.89,94,12
Tuesday,July,13,2021,6:00 am — 12:00 pm,1626156000000.0,7.457,Partly sunny.,20.0,29.95,82,6
Tuesday,July,13,2021,12:00 pm — 6:00 pm,1626177600000.0,9.943,Partly sunny.,21.999999999999996,29.98,66,12
Tuesday,July,13,2021,6:00 pm — 12:00 am,1626199200000.0,7.457,Passing clouds.,21.0,30.0,70,6
Wednesday,July,14,2021,12:00 am — 6:00 am,1626220800000.0,3.728,Clear.,16.0,30.03,91,12
Wednesday,July,14,2021,6:00 am — 12:00 pm,1626242400000.0,10.564,Scattered clouds.,21.0,30.06,81,6
Wednesday,July,14,2021,12:00 pm — 6:00 pm,1626264000000.0,12.428,Scattered clouds.,25.0,30.07,58,12
Wednesday,July,14,2021,6:00 pm — 12:00 am,1626285600000.0,9.943,Passing clouds.,24.0,30.09,63,6
Thursday,July,15,2021,12:00 am — 6:00 am,1626307200000.0,4.35,Clear.,16.0,30.12,84,12
Thursday,July,15,2021,6:00 am — 12:00 pm,1626328800000.0,9.321,Broken clouds.,20.0,30.16,75,6
Thursday,July,15,2021,12:00 pm — 6:00 pm,1626350400000.0,11.807,Partly sunny.,21.0,30.2,64,12
Thursday,July,15,2021,6:00 pm — 12:00 am,1626372000000.0,8.078,Partly sunny.,20.0,30.26,76,6
Friday,July,16,2021,12:00 am — 6:00 am,1626393600000.0,3.107,Cool.,14.000000000000002,30.29,89,12
Friday,July,16,2021,6:00 am — 12:00 pm,1626415200000.0,8.7,Sunny.,23.000000000000004,30.3,68,6
Friday,July,16,2021,12:00 pm — 6:00 pm,1626436800000.0,13.671,Sunny.,26.999999999999996,30.3,46,12
Friday,July,16,2021,6:00 pm — 12:00 am,1626458400000.0,8.7,Sunny.,25.0,30.34,54,6
Saturday,July,17,2021,12:00 am — 6:00 am,1626480000000.0,3.107,Cool.,19.0,30.36,78,12
Saturday,July,17,2021,6:00 am — 12:00 pm,1626501600000.0,5.593,Mild.,23.000000000000004,30.39,64,6
Saturday,July,17,2021,12:00 pm — 6:00 pm,1626523200000.0,6.836,Sunny.,28.000000000000004,30.33,42,12
Saturday,July,17,2021,6:00 pm — 12:00 am,1626544800000.0,5.593,Sunny.,28.000000000000004,30.31,55,6
Sunday,July,18,2021,12:00 am — 6:00 am,1626566400000.0,1.864,Cool.,18.000000000000004,30.3,90,12
Sunday,July,18,2021,6:00 am — 12:00 pm,1626588000000.0,2.486,Warm.,28.000000000000004,30.29,72,6
Sunday,July,18,2021,12:00 pm — 6:00 pm,1626609600000.0,5.593,Sunny.,30.0,30.23,41,12
Sunday,July,18,2021,6:00 pm — 12:00 am,1626631200000.0,3.728,Sunny.,30.0,30.18,51,6
Monday,July,19,2021,12:00 am — 6:00 am,1626652800000.0,1.864,Mild.,21.0,30.17,82,12
Monday,July,19,2021,6:00 am — 12:00 pm,1626674400000.0,2.486,Sunny.,28.000000000000004,30.15,69,6
Monday,July,19,2021,12:00 pm — 6:00 pm,1626696000000.0,5.593,Sunny.,30.0,30.11,44,12
Monday,July,19,2021,6:00 pm — 12:00 am,1626717600000.0,7.457,Mild.,29.0,30.1,61,6
Tuesday,July,20,2021,12:00 am — 6:00 am,1626739200000.0,2.486,Mild.,20.0,30.11,86,12
Tuesday,July,20,2021,6:00 am — 12:00 pm,1626760800000.0,3.728,Sunny.,28.000000000000004,30.11,64,6
Tuesday,July,20,2021,12:00 pm — 6:00 pm,1626782400000.0,6.836,Sunny.,31.0,30.08,38,12
Tuesday,July,20,2021,6:00 pm — 12:00 am,1626804000000.0,9.321,Passing clouds.,28.000000000000004,30.11,64,6
Wednesday,July,21,2021,12:00 am — 6:00 am,1626825600000.0,2.486,Mild.,20.0,30.15,82,12
Wednesday,July,21,2021,6:00 am — 12:00 pm,1626847200000.0,3.728,Sunny.,26.999999999999996,30.18,69,6
Wednesday,July,21,2021,12:00 pm — 6:00 pm,1626868800000.0,6.836,Sunny.,30.0,30.18,43,12
Wednesday,July,21,2021,6:00 pm — 12:00 am,1626890400000.0,8.078,Clear.,29.0,30.19,56,6
Thursday,July,22,2021,12:00 am — 6:00 am,1626912000000.0,4.971,Haze.,20.0,30.21,79,12
Thursday,July,22,2021,6:00 am — 12:00 pm,1626933600000.0,4.35,Sunny.,26.999999999999996,30.22,64,6
Thursday,July,22,2021,12:00 pm — 6:00 pm,1626955200000.0,6.836,Sunny.,29.0,30.17,39,12
Thursday,July,22,2021,6:00 pm — 12:00 am,1626976800000.0,7.457,Sunny.,26.999999999999996,30.13,55,6
Friday,July,23,2021,12:00 am — 6:00 am,1626998400000.0,6.836,Cool.,18.000000000000004,30.12,83,12
Friday,July,23,2021,6:00 am — 12:00 pm,1627020000000.0,10.564,Scattered clouds.,23.000000000000004,30.07,65,6
Friday,July,23,2021,12:00 pm — 6:00 pm,1627041600000.0,15.535,Partly sunny.,24.0,29.97,56,12
Friday,July,23,2021,6:00 pm — 12:00 am,1627063200000.0,14.914,Partly sunny.,20.0,29.92,69,6
Saturday,July,24,2021,12:00 am — 6:00 am,1627084800000.0,14.293,Passing clouds.,16.0,29.82,83,12
Saturday,July,24,2021,6:00 am — 12:00 pm,1627106400000.0,10.564,Broken clouds.,18.000000000000004,29.77,88,6
Saturday,July,24,2021,12:00 pm — 6:00 pm,1627128000000.0,8.7,Partly sunny.,23.000000000000004,29.76,74,12
Saturday,July,24,2021,6:00 pm — 12:00 am,1627149600000.0,8.078,Broken clouds.,23.000000000000004,29.74,73,6
Sunday,July,25,2021,12:00 am — 6:00 am,1627171200000.0,6.836,Partly cloudy.,18.000000000000004,29.74,86,12
Sunday,July,25,2021,6:00 am — 12:00 pm,1627192800000.0,6.836,Partly sunny.,20.0,29.74,86,6
Sunday,July,25,2021,12:00 pm — 6:00 pm,1627214400000.0,10.564,Broken clouds.,21.0,29.75,78,12
Sunday,July,25,2021,6:00 pm — 12:00 am,1627236000000.0,4.35,Sprinkles. Partly sunny.,19.0,29.78,93,6
Monday,July,26,2021,12:00 am — 6:00 am,1627257600000.0,3.728,Passing clouds.,17.0,29.81,93,12
Monday,July,26,2021,6:00 am — 12:00 pm,1627279200000.0,1.864,Broken clouds.,21.999999999999996,29.83,84,6
Monday,July,26,2021,12:00 pm — 6:00 pm,1627300800000.0,5.593,Partly sunny.,26.0,29.81,56,12
Monday,July,26,2021,6:00 pm — 12:00 am,1627322400000.0,7.457,Passing clouds.,25.0,29.8,69,6
Tuesday,July,27,2021,12:00 am — 6:00 am,1627344000000.0,6.836,Passing clouds.,19.0,29.8,80,12
Tuesday,July,27,2021,6:00 am — 12:00 pm,1627365600000.0,7.457,Broken clouds.,21.0,29.8,68,6
Tuesday,July,27,2021,12:00 pm — 6:00 pm,1627387200000.0,9.321,Broken clouds.,21.999999999999996,29.75,73,12
Tuesday,July,27,2021,6:00 pm — 12:00 am,1627408800000.0,8.7,Scattered clouds.,21.0,29.72,77,6
Wednesday,July,28,2021,12:00 am — 6:00 am,1627430400000.0,8.078,Partly cloudy.,17.0,29.71,88,12
Wednesday,July,28,2021,6:00 am — 12:00 pm,1627452000000.0,12.428,Broken clouds.,19.0,29.73,74,6
Wednesday,July,28,2021,12:00 pm — 6:00 pm,1627473600000.0,10.564,Sprinkles. Partly sunny.,19.0,29.73,85,12
Wednesday,July,28,2021,6:00 pm — 12:00 am,1627495200000.0,12.428,Passing clouds.,17.0,29.73,78,6
Thursday,July,29,2021,12:00 am — 6:00 am,1627516800000.0,9.943,Cool.,13.0,29.78,85,12
Thursday,July,29,2021,6:00 am — 12:00 pm,1627538400000.0,16.778,Scattered clouds.,19.0,29.82,66,6
Thursday,July,29,2021,12:00 pm — 6:00 pm,1627560000000.0,15.535,Sunny.,21.999999999999996,29.82,43,12
Thursday,July,29,2021,6:00 pm — 12:00 am,1627581600000.0,10.564,Sunny.,20.0,29.8,63,6
Friday,July,30,2021,12:00 am — 6:00 am,1627603200000.0,8.078,Light rain. Passing clouds.,16.0,29.7,87,12
Friday,July,30,2021,6:00 am — 12:00 pm,1627624800000.0,13.05,Partly sunny.,16.0,29.56,85,6
Friday,July,30,2021,12:00 pm — 6:00 pm,1627646400000.0,21.128,Partly sunny.,19.0,29.52,77,12
Friday,July,30,2021,6:00 pm — 12:00 am,1627668000000.0,14.914,Broken clouds.,17.0,29.67,74,6
Saturday,July,31,2021,12:00 am — 6:00 am,1627689600000.0,8.078,Passing clouds.,14.000000000000002,29.75,87,12
Saturday,July,31,2021,6:00 am — 12:00 pm,1627711200000.0,7.457,Broken clouds.,19.0,29.79,79,6
Saturday,July,31,2021,12:00 pm — 6:00 pm,1627732800000.0,8.7,Partly sunny.,20.0,29.8,74,12
Saturday,July,31,2021,6:00 pm — 12:00 am,1627754400000.0,6.214,Broken clouds.,19.0,29.82,82,6
Sunday,August,1,2021,12:00 am — 6:00 am,1627776000000.0,3.728,Overcast.,15.0,29.81,93,12
Sunday,August,1,2021,6:00 am — 12:00 pm,1627797600000.0,3.107,Partly sunny.,19.0,29.84,81,6
Sunday,August,1,2021,12:00 pm — 6:00 pm,1627819200000.0,8.7,Partly sunny.,20.0,29.86,71,12
Sunday,August,1,2021,6:00 pm — 12:00 am,1627840800000.0,8.7,Partly sunny.,19.0,29.91,75,6
Monday,August,2,2021,12:00 am — 6:00 am,1627862400000.0,2.486,Overcast.,13.0,29.96,88,12
Monday,August,2,2021,6:00 am — 12:00 pm,1627884000000.0,4.971,Passing clouds.,20.0,29.98,66,6
Monday,August,2,2021,12:00 pm — 6:00 pm,1627905600000.0,7.457,Partly sunny.,20.0,29.97,59,12
Monday,August,2,2021,6:00 pm — 12:00 am,1627927200000.0,6.214,Broken clouds.,18.000000000000004,29.95,71,6
Tuesday,August,3,2021,12:00 am — 6:00 am,1627948800000.0,2.486,Passing clouds.,14.000000000000002,29.93,92,12
Tuesday,August,3,2021,6:00 am — 12:00 pm,1627970400000.0,3.728,Partly sunny.,19.0,29.92,81,6
Tuesday,August,3,2021,12:00 pm — 6:00 pm,1627992000000.0,5.593,Partly sunny.,20.0,29.89,56,12
Tuesday,August,3,2021,6:00 pm — 12:00 am,1628013600000.0,6.214,Broken clouds.,19.0,29.9,70,6
Wednesday,August,4,2021,12:00 am — 6:00 am,1628035200000.0,1.864,Passing clouds.,12.0,29.92,96,12
Wednesday,August,4,2021,6:00 am — 12:00 pm,1628056800000.0,3.728,Partly sunny.,20.0,29.92,72,6
Wednesday,August,4,2021,12:00 pm — 6:00 pm,1628078400000.0,4.35,Broken clouds.,23.000000000000004,29.89,50,12
Wednesday,August,4,2021,6:00 pm — 12:00 am,1628100000000.0,4.971,Clear.,21.999999999999996,29.87,63,6
Thursday,August,5,2021,12:00 am — 6:00 am,1628121600000.0,3.728,Passing clouds.,15.0,29.82,87,12
Thursday,August,5,2021,6:00 am — 12:00 pm,1628143200000.0,9.943,Broken clouds.,20.0,29.73,72,6
Thursday,August,5,2021,12:00 pm — 6:00 pm,1628164800000.0,13.05,Partly sunny.,20.0,29.59,76,12
Thursday,August,5,2021,6:00 pm — 12:00 am,1628186400000.0,10.564,Drizzle. Partly sunny.,17.0,29.47,93,6
Friday,August,6,2021,12:00 am — 6:00 am,1628208000000.0,8.078,Passing clouds.,16.0,29.43,89,12
Friday,August,6,2021,6:00 am — 12:00 pm,1628229600000.0,16.157,Broken clouds.,19.0,29.45,80,6
Friday,August,6,2021,12:00 pm — 6:00 pm,1628251200000.0,18.642,Broken clouds.,21.0,29.5,67,12
Friday,August,6,2021,6:00 pm — 12:00 am,1628272800000.0,6.836,Partly sunny.,17.0,29.53,87,6
Saturday,August,7,2021,12:00 am — 6:00 am,1628294400000.0,6.214,Passing clouds.,14.000000000000002,29.5,90,12
Saturday,August,7,2021,6:00 am — 12:00 pm,1628316000000.0,5.593,Sprinkles. Broken clouds.,17.0,29.44,94,6
Saturday,August,7,2021,12:00 pm — 6:00 pm,1628337600000.0,9.943,Passing clouds.,20.0,29.39,71,12
Saturday,August,7,2021,6:00 pm — 12:00 am,1628359200000.0,13.671,Broken clouds.,18.000000000000004,29.49,76,6
Sunday,August,8,2021,12:00 am — 6:00 am,1628380800000.0,13.05,Passing clouds.,15.0,29.58,83,12
Sunday,August,8,2021,6:00 am — 12:00 pm,1628402400000.0,13.671,Broken clouds.,16.0,29.62,88,6
Sunday,August,8,2021,12:00 pm — 6:00 pm,1628424000000.0,14.914,Broken clouds.,19.0,29.71,80,12
Sunday,August,8,2021,6:00 pm — 12:00 am,1628445600000.0,8.7,Passing clouds.,18.000000000000004,29.81,75,6
Monday,August,9,2021,12:00 am — 6:00 am,1628467200000.0,4.35,Passing clouds.,14.000000000000002,29.82,93,12
Monday,August,9,2021,6:00 am — 12:00 pm,1628488800000.0,9.321,Broken clouds.,19.0,29.84,88,6
Monday,August,9,2021,12:00 pm — 6:00 pm,1628510400000.0,11.185,Scattered clouds.,21.0,29.87,74,12
Monday,August,9,2021,6:00 pm — 12:00 am,1628532000000.0,6.836,Partly sunny.,16.0,29.91,93,6
Tuesday,August,10,2021,12:00 am — 6:00 am,1628553600000.0,5.593,Fog.,14.000000000000002,29.95,96,12
Tuesday,August,10,2021,6:00 am — 12:00 pm,1628575200000.0,8.7,Partly sunny.,19.0,29.98,83,6
Tuesday,August,10,2021,12:00 pm — 6:00 pm,1628596800000.0,7.457,Scattered clouds.,23.000000000000004,29.98,58,12
Tuesday,August,10,2021,6:00 pm — 12:00 am,1628618400000.0,5.593,Passing clouds.,21.999999999999996,30.01,71,6
Wednesday,August,11,2021,12:00 am — 6:00 am,1628640000000.0,3.107,Passing clouds.,15.0,30.04,89,12
Wednesday,August,11,2021,6:00 am — 12:00 pm,1628661600000.0,6.836,Sunny.,21.999999999999996,30.07,72,6
Wednesday,August,11,2021,12:00 pm — 6:00 pm,1628683200000.0,9.943,Passing clouds.,24.0,30.05,53,12
Wednesday,August,11,2021,6:00 pm — 12:00 am,1628704800000.0,8.7,Scattered clouds.,21.999999999999996,30.06,61,6
Thursday,August,12,2021,12:00 am — 6:00 am,1628726400000.0,6.214,Low clouds.,17.0,30.05,87,12
Thursday,August,12,2021,6:00 am — 12:00 pm,1628748000000.0,5.593,Broken clouds.,21.0,30.07,89,6
Thursday,August,12,2021,12:00 pm — 6:00 pm,1628769600000.0,11.807,Partly sunny.,21.999999999999996,26.72,73,12
Thursday,August,12,2021,6:00 pm — 12:00 am,1628791200000.0,8.078,Passing clouds.,21.0,30.07,77,6
Friday,August,13,2021,12:00 am — 6:00 am,1628812800000.0,6.214,Passing clouds.,14.000000000000002,30.09,92,12
Friday,August,13,2021,6:00 am — 12:00 pm,1628834400000.0,9.321,Partly sunny.,19.0,30.14,83,6
Friday,August,13,2021,12:00 pm — 6:00 pm,1628856000000.0,13.05,Partly sunny.,21.999999999999996,30.15,63,12
Friday,August,13,2021,6:00 pm — 12:00 am,1628877600000.0,8.078,Broken clouds.,21.0,30.15,75,6
Saturday,August,14,2021,12:00 am — 6:00 am,1628899200000.0,4.971,Passing clouds.,17.0,30.14,92,12
Saturday,August,14,2021,6:00 am — 12:00 pm,1628920800000.0,7.457,Partly sunny.,21.0,30.13,78,6
Saturday,August,14,2021,12:00 pm — 6:00 pm,1628942400000.0,11.807,Partly sunny.,24.0,30.09,57,12
Saturday,August,14,2021,6:00 pm — 12:00 am,1628964000000.0,7.457,Overcast.,23.000000000000004,30.04,62,6
Sunday,August,15,2021,12:00 am — 6:00 am,1628985600000.0,3.728,Overcast.,17.0,29.99,85,12
Sunday,August,15,2021,6:00 am — 12:00 pm,1629007200000.0,7.457,Partly sunny.,19.0,29.94,87,6
Sunday,August,15,2021,12:00 pm — 6:00 pm,1629028800000.0,13.05,Broken clouds.,23.000000000000004,29.87,60,12
Sunday,August,15,2021,6:00 pm — 12:00 am,1629050400000.0,10.564,Broken clouds.,20.0,29.87,75,6
Monday,August,16,2021,12:00 am — 6:00 am,1629072000000.0,9.943,Passing clouds.,17.0,29.91,82,12
Monday,August,16,2021,6:00 am — 12:00 pm,1629093600000.0,13.671,More clouds than sun.,18.000000000000004,30.01,69,6
Monday,August,16,2021,12:00 pm — 6:00 pm,1629115200000.0,12.428,Broken clouds.,18.000000000000004,30.08,60,12
Monday,August,16,2021,6:00 pm — 12:00 am,1629136800000.0,6.836,Clear.,18.000000000000004,30.13,66,6
Tuesday,August,17,2021,12:00 am — 6:00 am,1629158400000.0,6.214,Passing clouds.,13.0,30.13,85,12
Tuesday,August,17,2021,6:00 am — 12:00 pm,1629180000000.0,8.078,Partly sunny.,17.0,30.11,80,6
Tuesday,August,17,2021,12:00 pm — 6:00 pm,1629201600000.0,11.185,Partly sunny.,18.000000000000004,30.07,75,12
Tuesday,August,17,2021,6:00 pm — 12:00 am,1629223200000.0,6.836,Partly sunny.,18.000000000000004,30.07,78,6
Wednesday,August,18,2021,12:00 am — 6:00 am,1629244800000.0,5.593,Passing clouds.,16.0,30.07,94,12
Wednesday,August,18,2021,6:00 am — 12:00 pm,1629266400000.0,9.943,Partly sunny.,21.0,30.04,79,6
Wednesday,August,18,2021,12:00 pm — 6:00 pm,1629288000000.0,14.914,Partly sunny.,24.0,29.99,59,12
Wednesday,August,18,2021,6:00 pm — 12:00 am,1629309600000.0,11.185,Partly sunny.,21.0,29.96,70,6
Thursday,August,19,2021,12:00 am — 6:00 am,1629331200000.0,6.836,Overcast.,16.0,29.96,80,12
Thursday,August,19,2021,6:00 am — 12:00 pm,1629352800000.0,8.078,Partly sunny.,18.000000000000004,29.95,73,6
Thursday,August,19,2021,12:00 pm — 6:00 pm,1629374400000.0,9.321,Broken clouds.,21.0,29.94,63,12
Thursday,August,19,2021,6:00 pm — 12:00 am,1629396000000.0,6.214,Light rain. Passing clouds.,20.0,29.92,87,6
Friday,August,20,2021,12:00 am — 6:00 am,1629417600000.0,4.971,Passing clouds.,16.0,29.95,95,12
Friday,August,20,2021,6:00 am — 12:00 pm,1629439200000.0,6.214,Partly sunny.,19.0,30.0,86,6
Friday,August,20,2021,12:00 pm — 6:00 pm,1629460800000.0,7.457,Partly sunny.,21.0,30.01,67,12
Friday,August,20,2021,6:00 pm — 12:00 am,1629482400000.0,4.971,Partly sunny.,20.0,30.03,77,6
Saturday,August,21,2021,12:00 am — 6:00 am,1629504000000.0,2.486,Passing clouds.,17.0,30.02,87,12
Saturday,August,21,2021,6:00 am — 12:00 pm,1629525600000.0,3.728,Partly sunny.,18.000000000000004,30.0,85,6
Saturday,August,21,2021,12:00 pm — 6:00 pm,1629547200000.0,6.214,Broken clouds.,20.0,29.96,83,12
Saturday,August,21,2021,6:00 pm — 12:00 am,1629568800000.0,6.214,Passing clouds.,20.0,29.94,82,6
Sunday,August,22,2021,12:00 am — 6:00 am,1629590400000.0,5.593,Passing clouds.,17.0,29.96,88,12
Sunday,August,22,2021,6:00 am — 12:00 pm,1629612000000.0,9.943,Broken clouds.,20.0,30.05,87,6
